,clouds,date,humidity,temp,type,visibility,windSpeed,zipcode,day_of_week,is_weekend_False,is_weekend_True,month,season_fall,season_spring,season_summer,season_winter,part_of_day_afternoon,part_of_day_evening,part_of_day_morning,part_of_day_night,weatherCond_Clear,weatherCond_Clouds,weatherCond_Fog,weatherCond_Haze,weatherCond_Rain,weatherCond_Smoke,weatherCond_Snow,weatherCond_Thunderstorm
CFDB9498-809D-4232-8281-9E7CA354D59B,40,2018-12-01T17:27:45.102Z,55,42.0,0,10.0,4.0,10923,5,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2A429A89-2491-4082-9622-D06E370D091A,20,2018-06-26T21:35:35.489Z,46,75.0,0,10.0,11.0,10923,1,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4F20435C-DF07-4D4E-BF43-BE54C4A967F6,40,2018-07-29T23:47:46.745Z,42,79.0,0,10.0,2.0,10901,6,0,1,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4A1A66D3-53DE-491F-B1FC-7E12CE4FC35E,40,2018-07-14T20:26:08.310Z,40,88.0,0,10.0,4.0,10954,5,1,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
B9F9226B-3048-4954-830C-52D0524B7415,1,2018-07-02T10:49:06.384Z,94,72.0,0,3.0,2.0,10977,0,1,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0A7AAD40-E2E0-48D4-A59D-C435744663BD,20,2018-05-02T21:48:45.189Z,35,73.0,0,10.0,5.0,95113,2,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1DC4BEF2-664B-45F7-B6A5-2C6B51B41FEF,75,2018-05-01T15:15:32.550Z,76,50.0,0,10.0,6.0,95113,1,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
B314AD96-0826-4A24-8410-22E266144CA1,90,2018-08-13T12:47:46.350Z,94,71.0,0,9.0,5.0,10923,0,1,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
C8164FB1-DFA9-4DD0-88F9-CEBF156FCF38,40,2018-06-15T18:22:45.137Z,40,72.0,0,10.0,5.0,10901,4,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
5b0dcc40-680b-11e8-b79d-bf818eb3fc0d,75,2018-06-04T15:24:21.637Z,77,58.0,0,10.0,9.0,10701,0,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
A4738CE3-31CB-4ED5-92C3-221622C6AB13,90,2018-05-16T10:26:51.260Z,100,59.0,0,8.0,3.0,10923,2,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7F333C71-DB92-4CB2-B7F5-5FF27D3D6154,90,2018-07-23T13:06:57.276Z,100,74.0,0,5.0,8.0,7114,0,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
D84175CE-DAAA-40FC-9AF4-9E2E528C0999,1,2018-03-28T14:31:43.812Z,82,59.0,0,10.0,8.0,34117,2,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
68F4BF4B-11B8-485D-AC58-3F131C14F527,20,2018-08-23T19:24:22.283Z,41,76.0,0,10.0,9.0,10954,3,1,0,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
91178ECC-84A5-41E0-A438-F210F77A1F8A,20,2018-07-18T11:02:07.410Z,82,65.0,0,10.0,12.0,10923,2,1,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6ca3ae80-6086-11e7-be36-e17cbde4202e,90,2017-07-04T07:00:12.265Z,94,61.0,0,10.0,5.0,94103,1,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
AEFE8FBA-7D4D-4540-8575-852A5CA81953,90,2018-06-23T17:12:33.706Z,72,64.0,0,10.0,6.0,10956,5,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
f7bbe250-64d4-11e8-b9fa-c5edf29718b7,75,2018-05-31T13:17:28.693Z,82,65.0,0,10.0,7.0,10701,3,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
73161280-6086-11e7-be36-e17cbde4202e,90,2017-07-04T07:00:23.080Z,94,61.0,0,10.0,5.0,94103,1,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6232A15C-A14D-4F6B-BF99-540C8C2CC3C0,40,2018-07-29T23:47:46.846Z,42,79.0,0,10.0,2.0,10901,6,0,1,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
bca64ed0-9879-11e7-ac22-4bf203978489,90,2017-09-13T11:50:28.157Z,100,57.0,0,0.0,2.0,10927,2,1,0,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4E0664F7-9A7D-4B8B-BC07-AE9E2C011FA4,75,2018-08-02T18:30:53.873Z,69,83.0,0,10.0,10.0,10923,3,1,0,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
E7196991-1A2B-40C3-857B-00A076505AD6,1,2018-05-08T11:30:31.692Z,87,51.0,0,10.0,4.0,10923,1,1,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ECDC89E8-12FF-4212-B312-2C05FCD80B7C,40,2018-09-05T22:22:25.077Z,21,100.0,0,10.0,4.0,85044,2,1,0,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
D1003A14-02AD-4EB2-8D71-2C7E260AFC15,20,2018-06-12T17:01:03.783Z,40,72.0,0,10.0,11.0,10923,1,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
7B250E85-9B8F-49A3-AA57-BB71C354FDE9,40,2018-04-05T20:01:18.509Z,58,84.0,0,10.0,13.0,34117,3,1,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
E8C298E9-36DC-4749-8347-41BF5E426481,90,2018-06-24T14:41:03.712Z,93,66.0,0,1.0,4.0,10923,6,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
B543A78D-0392-4FBA-80CC-B7DFEC9C2593,20,2018-05-02T21:48:44.682Z,35,73.0,0,10.0,5.0,95113,2,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ac39c200-6086-11e7-be36-e17cbde4202e,90,2017-07-04T07:01:58.944Z,94,61.0,0,10.0,5.0,94103,1,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
CEE6A9B7-DAF7-4DE0-8B21-21DC4A0CCFAB,75,2018-05-15T11:58:33.212Z,100,64.0,0,3.0,6.0,10923,1,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
06C101F9-0816-4BD6-91FB-0C12E0CB88F9,75,2018-01-22T20:59:58.253Z,87,44.0,0,4.0,10.0,10956,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
D24AFE64-196C-418A-AD3A-62218A1666E9,90,2018-11-03T02:44:27.658Z,93,64.0,0,3.0,5.0,10308,5,1,0,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12D3ADF7-90B1-440D-9FE3-76ECB8401850,90,2018-03-31T13:00:11.810Z,94,71.0,0,10.0,4.0,34117,5,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
B21714A4-BD63-4BA2-9296-65C466681513,1,2018-05-30T04:11:13.758Z,83,70.0,0,10.0,2.0,10901,2,1,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
D194FF16-CC7A-4BCA-8AFD-D70A84C246FD,1,2018-03-29T10:38:58.200Z,82,64.0,0,10.0,4.0,34117,3,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2F9BF478-1669-41BE-AD0A-E4EBE8A966C2,1,2018-06-02T20:59:09.569Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
F162FFA7-2E02-42DB-A6B9-84070C1FCC96,40,2018-04-28T15:02:36.658Z,82,56.0,0,15.0,3.0,10923,5,1,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
C16F1D68-D49F-4A7E-AC66-98B1348DF6CC,1,2018-06-02T20:59:32.398Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
105B7B0D-95E7-4304-BD58-D99A18836384,40,2018-09-06T17:59:58.953Z,55,90.0,0,10.0,5.0,7677,3,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
093A1154-E38F-4D24-B643-50E36588B240,1,2018-06-02T20:28:45.029Z,58,83.0,0,10.0,9.0,10954,5,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8B18091D-3011-44DC-A371-32B51A5CFE8A,1,2018-07-31T11:06:11.451Z,83,65.0,0,9.0,4.0,10923,1,1,0,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
936B6F50-C045-4F03-BB12-9A75F5AA5BD1,90,2018-06-21T00:41:29.827Z,57,75.0,0,10.0,5.0,10901,3,1,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
EDEE9208-A97E-4A5E-B3EB-0F192911A7C2,75,2018-08-11T15:39:17.010Z,88,71.0,0,10.0,3.0,10923,5,1,0,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
72443B91-220D-440E-980A-CB3858C4FA05,20,2018-05-11T16:50:06.378Z,39,64.0,0,10.0,6.0,10923,4,1,0,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
C090D841-AB30-4F26-98C0-AFE83BDC3295,1,2018-06-09T15:12:19.152Z,44,74.0,0,10.0,5.0,10901,5,1,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
14AFB1F7-E18A-4C82-9420-82F7BFD7BC3F,75,2018-08-04T18:33:21.487Z,78,81.0,0,10.0,3.0,10923,5,1,0,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9d9da1b0-7225-11e8-93e6-631041867dec,5,2018-06-17T11:57:31.887Z,68,64.0,0,20.0,3.0,10701,6,0,1,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
456087B9-A98C-430C-B9E5-D93F368AD181,75,2018-06-24T19:10:30.047Z,61,80.0,0,10.0,6.0,7652,6,0,1,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
EFF322BF-E76D-47F1-B3CD-7842B7D2594C,1,2018-08-26T15:23:38.879Z,42,74.0,0,10.0,6.0,80202,6,0,1,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
B3026E08-0066-43B0-8732-00836BD2BBC7,75,2018-05-02T19:01:15.012Z,14,87.0,0,10.0,20.0,10901,2,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3824DBE0-5974-48EB-B221-AC7C6A5B8121,75,2018-09-19T16:23:01.583Z,66,77.0,0,10.0,8.0,10954,2,1,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
AF333F70-B40F-45DC-983A-E004C8A80DA4,1,2018-06-02T20:59:29.089Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
e6f43cc0-805d-11e8-8569-11e7df984271,40,2018-07-05T14:15:43.020Z,69,80.0,0,10.0,9.0,10701,3,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13B9E73B-4541-4789-929A-28F7FA875B51,20,2018-05-29T23:30:33.315Z,65,83.0,0,10.0,9.0,10989,1,1,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3B507B37-32E4-4EC8-AFE8-143DE5867FA9,1,2018-07-13T15:09:57.121Z,44,79.0,0,10.0,3.0,7677,4,1,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
E23A5EAA-800F-44B6-B25B-9B8F27345010,90,2018-06-28T12:49:29.218Z,94,70.0,0,3.0,6.0,10923,3,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
a974d970-45b3-11e8-a7f6-539171a92877,1,2018-04-21T22:30:57.948Z,22,59.0,0,10.0,13.0,10701,5,1,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7277494A-72E2-4133-9AE0-F457D3DAD677,1,2018-06-16T13:19:57.510Z,60,67.0,0,10.0,4.0,10927,5,1,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
E5899720-FA64-47F1-8FCD-74D46D863E8F,75,2018-03-30T19:22:57.115Z,61,83.0,0,10.0,11.0,34102,4,1,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
73F14A86-FCF7-4E96-9074-322E52CCB75D,75,2019-01-03T21:45:31.569Z,68,25.0,0,6.0,14.0,05-831,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9B9D6CF9-2511-4FB2-8C6B-A5316C46A870,1,2018-06-29T14:11:06.162Z,61,79.0,0,10.0,6.0,10923,4,1,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
25ada9b0-545d-11e8-b337-917286d961af,1,2018-05-10T14:19:27.563Z,72,58.0,0,10.0,8.0,10701,3,1,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
05A11569-B04B-4376-888C-00DF1ED4736A,75,2018-07-20T12:33:04.986Z,61,80.0,0,10.0,9.0,75028,4,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
9D17E599-AD04-4A3E-8203-84FA47916B5B,40,2018-08-23T01:10:04.651Z,78,84.0,0,0.0,3.0,33785,3,1,0,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
9281B889-4105-4CD3-8212-B88FB9347362,20,2018-06-09T13:23:27.720Z,56,70.0,0,10.0,9.0,10970,5,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
9BED198E-CE1F-41B4-B62C-7A941C524A71,1,2018-08-07T09:55:57.550Z,100,74.0,0,4.0,3.0,10923,1,1,0,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
94BF119B-D87E-45E3-9222-A3A60B747128,1,2018-06-30T12:18:49.174Z,69,72.0,0,10.0,8.0,10993,5,1,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
7BF917FB-407C-48D6-B3D0-A2801C5263CC,90,2018-08-08T11:27:04.456Z,100,71.0,0,0.0,2.0,10923,2,1,0,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
740C0FC9-9BDE-49E0-94D2-1E1BD379CD6B,40,2018-07-15T18:17:58.247Z,88,73.0,0,10.0,5.0,10960,6,0,1,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
EB150949-D93C-4747-857B-67DB1E53D30C,1,2018-07-02T22:02:36.459Z,62,91.0,0,10.0,6.0,8879,0,1,0,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6B584005-B1EF-4AAF-B161-1057C8AABEC3,1,2018-07-01T02:52:54.594Z,83,79.0,0,10.0,3.0,7430,6,0,1,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
569A1F91-7A43-43E2-B7E8-AF1DE38174AD,20,2018-07-13T10:41:19.083Z,93,62.0,0,10.0,3.0,10923,4,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
A1DC3A7B-CEA1-4760-9438-ED8AEDC2021F,1,2018-07-17T10:55:24.102Z,100,74.0,0,7.0,4.0,10923,1,1,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
A273F270-DE31-45C0-B77F-0EF8DE909861,75,2018-04-09T11:40:11.795Z,100,72.0,0,10.0,4.0,34117,0,1,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
C36D9888-3CFC-49EC-BDB9-D6474E1B28A9,75,2018-05-02T19:01:15.010Z,14,87.0,0,10.0,20.0,10901,2,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
EBD7B109-4562-4F6D-B4E4-FBB21EC1F115,1,2018-07-17T00:40:10.980Z,69,82.0,0,10.0,5.0,10989,1,1,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
707B5433-C03B-4B0E-B84E-7C9FD70F9221,1,2018-04-06T11:36:31.816Z,93,62.0,0,10.0,5.0,34117,4,1,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
BB55A473-B5CC-44EC-ABBD-70998CF37D9C,75,2018-05-02T19:01:14.713Z,14,87.0,0,10.0,20.0,10901,2,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A319DCFA-5386-4A28-8C83-8A4DB79C9FD6,40,2018-09-06T20:40:41.961Z,59,90.0,0,10.0,9.0,10923,3,1,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2B849A97-07AC-453D-B34C-A2DF0D358509,1,2018-03-28T11:42:49.386Z,82,59.0,0,10.0,8.0,34117,2,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
A13C6FC3-25F5-46FC-B8F9-ABAF1C457644,40,2018-06-29T19:04:11.549Z,45,87.0,0,10.0,13.0,10923,4,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
8BD8D398-CC02-45D6-84D2-31440280173F,75,2018-06-21T15:06:42.529Z,60,71.0,0,20.0,5.0,10993,3,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
7A1BF980-65D1-4F22-96B7-8EB813B2A656,90,2018-09-07T11:44:53.578Z,90,72.0,0,10.0,9.0,10923,4,1,0,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
C2C64D8A-B734-4A2A-A1CC-722DDECA864C,40,2018-07-15T16:20:23.964Z,88,73.0,0,10.0,5.0,10960,6,0,1,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5F2CA68D-C846-462C-BB32-7A6E464B6AEC,75,2018-06-13T11:41:43.129Z,77,63.0,0,10.0,4.0,10923,2,1,0,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2D48E228-5EEA-4434-AEEB-27138EDBBD25,1,2018-06-02T20:59:23.833Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
55dabb20-6ca2-11e8-9c4c-6bc6149ed15c,90,2018-06-10T11:35:11.570Z,46,63.0,0,10.0,8.0,10701,6,0,1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
8f745320-8ca4-11e7-ac04-c565305c02d6,1,2017-08-29T10:26:46.775Z,87,61.0,0,10.0,8.0,10927,1,1,0,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4D5B56E6-648D-414F-84ED-4D348D0AECA3,75,2018-08-04T16:27:25.231Z,94,76.0,0,10.0,6.0,10956,5,1,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DB23D16F-08A9-4C38-B615-C3A243FF901D,75,2018-06-01T17:29:26.444Z,65,76.0,0,10.0,3.0,10901,4,1,0,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
EAE3AE73-37E8-4019-99C7-FF73A0B0F066,40,2018-08-21T16:50:02.630Z,68,73.0,0,10.0,10.0,10923,1,1,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6573D93C-5880-493A-A3EB-69822C3FCAB3,1,2018-09-04T11:07:46.633Z,76,72.0,0,10.0,5.0,10923,1,1,0,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0A53AA93-770F-4D39-B44B-A00A610B288C,1,2018-08-30T13:51:54.076Z,59,61.0,0,10.0,4.0,80203,3,1,0,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
D5608F90-2FD8-405D-801A-0549BBBF80FD,75,2018-08-12T13:22:24.978Z,94,72.0,0,6.0,4.0,10927,6,0,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
7e5bb320-8d6d-11e7-80ea-b5b2161ddc58,90,2017-08-30T10:25:06.899Z,93,60.0,0,10.0,8.0,10927,2,1,0,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
E2125D93-B18C-4F1E-AC51-D1F76A803DBD,1,2018-06-02T20:59:21.358Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
327B4960-128D-42DE-A19E-2F154599BD17,20,2018-07-29T15:05:48.476Z,64,74.0,0,10.0,6.0,10993,6,0,1,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
66CE37DA-11EA-486B-9633-59512856569A,20,2018-09-05T13:36:42.427Z,100,77.0,0,6.0,3.0,10923,2,1,0,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FE861E86-0FFF-4943-A646-EBB4AC502F59,75,2018-04-10T20:04:01.277Z,83,82.0,0,10.0,12.0,34117,1,1,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
35C1F5CE-F649-4B7C-A111-F7FDFD9A36DC,1,2018-06-20T03:28:13.909Z,72,70.0,0,10.0,3.0,10901,2,1,0,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
62EACE21-06AC-44A7-9E97-C8E30A035771,75,2018-09-06T11:38:45.801Z,84,76.0,0,6.0,3.0,10923,3,1,0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
dd3804e0-6acf-11e7-908f-4b064f587a76,1,2017-07-17T09:11:06.030Z,87,56.0,0,10.0,6.0,98109,0,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
CEA54B03-7D77-4238-B4EE-4E4232E01FFC,90,2018-08-08T11:27:04.372Z,100,71.0,0,0.0,2.0,10923,2,1,0,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
d2afebb0-7617-11e8-b4d9-1da352a31440,40,2018-06-22T12:28:52.588Z,55,66.0,0,10.0,6.0,10701,4,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2FCE8C6D-6BEA-41D3-9481-CA8F8044C8DD,75,2018-05-25T22:03:42.699Z,31,85.0,0,10.0,13.0,10923,4,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
27E9D393-CB21-4D52-BDB4-FE0920A618D8,90,2018-05-18T15:42:22.710Z,45,63.0,0,10.0,13.0,7677,4,1,0,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7cd4c410-6fc1-11e8-a688-1dee7bbf2a66,1,2018-06-14T10:55:44.850Z,72,66.0,0,10.0,6.0,10701,3,1,0,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
C1438AA5-2980-4425-93A4-6D47572834A9,75,2018-08-19T21:51:51.729Z,48,84.0,0,10.0,8.0,60502,6,0,1,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
ECBA4CD6-D2B5-484A-A70A-D27B60E1C3A9,1,2018-07-19T02:04:18.388Z,13,93.0,0,10.0,5.0,84321,3,1,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
C68A0610-9F33-4E93-AD16-A9C2D84270A4,1,2018-06-02T20:59:19.259Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6e70e110-6ad1-11e7-908f-4b064f587a76,1,2017-07-17T09:22:19.169Z,87,56.0,0,10.0,6.0,98109,0,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
C979BA07-4A46-45DB-85D5-CA2B90E4D94B,1,2018-06-02T20:59:27.627Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1EFFD4B4-D05B-4813-A73B-476B19F5BC88,90,2018-09-17T10:58:45.317Z,96,63.0,0,0.0,3.0,7645,0,1,0,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
cf1df5b0-7864-11e8-9317-7197d277a846,20,2018-06-25T10:45:00.172Z,100,65.0,0,2.0,6.0,10701,0,1,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
673D1E89-CC5E-4214-85E3-172329D209EF,1,2018-08-06T11:36:12.582Z,78,74.0,0,10.0,3.0,8859,0,1,0,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
cfdbdb30-70d4-11e8-955c-07ae5009e4ac,75,2018-06-15T19:46:35.748Z,38,74.0,0,10.0,5.0,10701,4,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
17FA3694-A292-4E09-927E-E0E978C8DB53,1,2018-03-30T11:11:38.480Z,93,63.0,0,10.0,4.0,34117,4,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
E9DAC7B0-B372-4152-924F-87F245E7BB0B,90,2018-06-23T12:01:18.134Z,63,63.0,0,10.0,8.0,10993,5,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
E43E5409-CF16-4972-98A1-A4349E4E9189,75,2018-06-06T12:21:34.173Z,71,58.0,0,10.0,9.0,10923,2,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
71d687d0-6b0a-11e8-94b2-450c492cae1e,1,2018-06-08T10:55:23.854Z,87,56.0,0,10.0,3.0,10701,4,1,0,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
c1a03050-4804-11e8-9acf-21f8f0f4df92,20,2018-04-24T21:16:30.037Z,44,61.0,0,10.0,9.0,10701,1,1,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
B28636C7-C3ED-4C13-B93D-8AB28F8B5370,90,2018-06-21T11:35:02.410Z,93,65.0,0,9.0,3.0,10923,3,1,0,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
