,clouds,date,humidity,temp,type,visibility,windSpeed,zipcode,day_of_week,is_weekend_False,is_weekend_True,month,season_fall,season_spring,season_summer,season_winter,part_of_day_afternoon,part_of_day_evening,part_of_day_morning,part_of_day_night,weatherCond_Clear,weatherCond_Clouds,weatherCond_Fog,weatherCond_Haze,weatherCond_Rain,weatherCond_Smoke,weatherCond_Snow,weatherCond_Thunderstorm
59FD12AD-AE41-4D15-92E1-A40183C328FD,1,2018-05-22T12:51:26.674Z,72,62.0,0,10.0,3.0,10923,1,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64c53710-b062-11e8-b776-47c0e0067e5a,20,2018-09-04T16:48:47.874Z,57,87.0,0,10.0,10.0,10701,1,1,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
61268F60-370E-4FED-AD5B-D13A3501903D,1,2018-07-08T16:40:32.938Z,36,78.0,0,10.0,5.0,10960,6,0,1,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
76197090-6ad0-11e7-908f-4b064f587a76,1,2017-07-17T09:15:22.521Z,87,56.0,0,10.0,6.0,98109,0,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
28362b70-6ad0-11e7-908f-4b064f587a76,1,2017-07-17T09:13:11.847Z,87,56.0,0,10.0,6.0,98109,0,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
579C9191-6EFB-477C-BBC9-4C534A5E4091,40,2018-05-04T16:34:01.967Z,61,74.0,0,10.0,4.0,10901,4,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31A96EF7-2538-480A-BDEA-56D1E765F184,90,2018-06-11T11:01:25.120Z,82,57.0,0,10.0,3.0,7111,0,1,0,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
AC20527B-7645-4511-80C6-F21B625887B0,75,2018-07-06T17:52:57.101Z,88,78.0,0,10.0,9.0,10901,4,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
67124F7D-727A-4C07-B885-8D0DB8088FEA,20,2018-06-22T00:24:50.640Z,64,77.0,0,10.0,6.0,10989,4,1,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
8E8F81AE-2DFE-4915-8BCA-152738FBEF51,1,2018-01-03T20:07:25.979Z,25,26.0,0,10.0,2.0,10901,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
50ACE9B4-E6D5-45B2-95FF-3F3D2E21AC9F,90,2018-05-14T15:38:31.108Z,87,58.0,0,1.0,3.0,10923,0,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
332E43CE-51A2-4061-A887-D5B439457426,20,2018-09-04T12:07:11.490Z,94,73.0,0,20.0,3.0,10923,1,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
84CAB49B-7237-4435-A1F3-A3D54CA0A6DC,1,2018-07-19T11:21:41.167Z,55,60.0,0,10.0,4.0,10923,3,1,0,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
55677F51-DC90-4FE4-91B8-DAB86C2B2486,20,2018-07-04T13:12:28.967Z,78,79.0,0,2.0,4.0,10993,2,1,0,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
D959ACCA-ADE3-46DB-88A1-F4726809C651,92,2018-10-15T03:01:18.169Z,95,60.0,0,0.0,2.0,948-0082,0,1,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
B7F5C3D4-39D3-4FA6-A8BC-48F78720FB46,1,2018-04-11T10:12:54.727Z,94,72.0,0,10.0,3.0,33913,2,1,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
BA1CC533-14C1-49CC-A569-E2576CE2D1F5,75,2018-08-22T12:16:20.358Z,94,72.0,0,8.0,3.0,10923,2,1,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
59FB9FEB-7C28-4539-B575-3BB42F359DFD,75,2018-07-18T19:47:40.546Z,83,84.0,0,2.0,6.0,110064,2,1,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
845DCD45-DE90-4BD6-92D2-69E60EE674C7,1,2018-07-11T21:24:06.320Z,57,76.0,0,10.0,11.0,94085,2,1,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3833B999-3208-4A09-913F-6BF7A9AA8AA1,1,2018-06-29T21:02:34.845Z,33,88.0,0,10.0,4.0,10989,4,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
96a29f20-4988-11e8-a7a5-19658f20bd1d,40,2018-04-26T19:32:42.643Z,45,65.0,0,10.0,14.0,10701,3,1,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7178B3D6-67FF-44CD-ABE9-40FBDEE657CB,40,2018-05-21T10:52:28.115Z,93,54.0,0,10.0,4.0,7645,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
96DFDC31-350D-42FF-9D07-095F8AF9D33D,90,2018-06-24T12:24:46.064Z,93,66.0,0,1.0,4.0,10923,6,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
ea548ff0-a6d7-11e8-8dac-11e1cda49de4,75,2018-08-23T13:24:51.440Z,69,66.0,0,10.0,10.0,10701,3,1,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
195745e0-7555-11e8-a32a-c96eb4a9a993,75,2018-06-21T13:14:59.263Z,83,68.0,0,10.0,5.0,10701,3,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
729EF3FA-2BBD-4CA4-9A0B-6AF2668FB267,1,2018-08-05T12:18:01.599Z,88,74.0,0,10.0,3.0,10927,6,0,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
77C61259-DBD9-4B04-AEFD-380807837814,90,2018-05-29T10:00:54.752Z,88,65.0,0,10.0,3.0,10923,1,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
09D84E39-807C-4FFD-9D90-A99C3C6B8547,90,2018-05-30T10:35:50.541Z,88,63.0,0,3.0,3.0,10923,2,1,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
c138bf30-3ff1-11e8-87f1-bb394738a7ce,1,2018-04-14T14:40:19.648Z,48,64.0,0,10.0,6.0,10701,5,1,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6044B964-0B63-49F1-A478-9472CF57CD80,1,2018-02-21T18:50:55.342Z,57,73.0,0,10.0,5.0,10923,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5e81c340-5c58-11e8-98f1-f9cb26664818,90,2018-05-20T18:05:24.725Z,73,78.0,0,20.0,14.0,10701,6,0,1,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
B1C1AEF7-C735-4FAC-90D8-320E39F68AC0,75,2018-07-24T15:22:56.979Z,87,61.0,0,10.0,10.0,94103,1,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
A8B531DE-4744-46CC-ACAF-6AFB0CC351ED,90,2018-06-27T21:26:38.182Z,60,71.0,0,10.0,10.0,7018,2,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
804BFFBC-57F7-47A8-B6DE-AB135070530E,1,2018-04-04T11:21:11.373Z,100,64.0,0,10.0,3.0,34117,2,1,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3BEB6C96-7AED-488E-92CC-A90F9FFB598C,1,2018-06-29T12:57:20.195Z,73,73.0,0,10.0,6.0,10923,4,1,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3458796F-39F5-488D-ACCC-535EC9AFE298,40,2018-05-01T22:27:07.387Z,40,66.0,0,10.0,9.0,95110,1,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3AD7FABB-14E9-4E7B-88E7-4B8F5CE8AA83,32,2018-05-07T20:15:28.287Z,48,68.0,0,0.0,3.0,10901,0,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
048313B1-8AC3-4A0A-871A-4D101EC5F673,1,2018-07-02T15:15:25.593Z,55,88.0,0,10.0,3.0,10901,0,1,0,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
BCD9F733-0092-45FB-B4AF-16E976C8DDBF,75,2018-06-19T12:25:09.731Z,83,77.0,0,10.0,3.0,10993,1,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
DC35056C-C398-4949-AA6C-BFE4BCD24121,1,2018-08-05T13:49:53.378Z,78,77.0,0,10.0,4.0,10923,6,0,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2B27C21D-AADE-4E37-8942-2A5C68720A0D,90,2018-07-16T10:31:38.072Z,100,69.0,0,2.0,3.0,10954,0,1,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
cbebf5b0-6ad0-11e7-908f-4b064f587a76,1,2017-07-17T09:17:46.507Z,87,56.0,0,10.0,6.0,98109,0,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
F3BA6D8C-7C80-4F56-8F7F-3755B9826C96,90,2018-09-17T11:39:13.473Z,87,66.0,0,10.0,2.0,7033,0,1,0,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3471113F-C67E-4EBB-BC52-E6E770266B90,1,2018-08-24T20:49:02.850Z,43,81.0,0,10.0,6.0,10917,4,1,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
ea073c00-9fc0-11e8-b913-5bfb6f049d0c,40,2018-08-14T12:52:34.369Z,100,72.0,0,1.0,3.0,10701,1,1,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
F04DC310-3E84-477E-9692-340BCE14EF8C,0,2018-06-23T18:37:25.761Z,73,78.0,0,6.0,11.0,109012,5,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
47C3B9A2-AB52-4521-9AA7-4392852D475D,1,2018-04-23T16:28:38.504Z,52,62.0,0,10.0,10.0,7733,0,1,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
02D5E57C-37AA-401A-9428-1F3A8DC44664,90,2018-07-28T13:20:29.488Z,93,55.0,0,4.0,5.0,94128,5,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
C29F2FF5-0360-4713-B0E7-4A7F9B3DF858,40,2018-07-11T17:42:00.125Z,54,83.0,0,10.0,14.0,10923,2,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
B608FAB4-5A64-4B35-A590-4D73A4673EBB,75,2018-10-11T02:29:51.776Z,90,72.0,0,10.0,3.0,10901,3,1,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
675FBD14-8CCE-4685-875C-2061CAB654ED,40,2018-06-05T21:34:43.944Z,44,74.0,0,10.0,5.0,7733,1,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
f0d15c10-5c58-11e8-9a3b-05370ff112bf,90,2018-05-20T18:09:30.193Z,73,78.0,0,20.0,14.0,10701,6,0,1,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A2513AAC-6DD9-47D3-ADAC-A6C8E5F62BFE,90,2018-05-02T16:14:57.307Z,81,54.0,0,7.0,9.0,95110,2,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
82ABF8F8-037E-45F6-BC6B-B45F9BE57DC6,20,2018-08-29T14:38:09.955Z,75,55.0,0,10.0,3.0,80202,2,1,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
555448A2-7449-40CF-A441-9E8825A0BB6B,1,2018-07-19T15:22:02.193Z,36,74.0,0,10.0,4.0,10994,3,1,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FAD99F91-1ED2-4180-B2FB-F0A902169AD4,75,2018-07-20T12:32:57.281Z,61,80.0,0,10.0,9.0,75028,4,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
82A24876-7333-4404-B6EA-ACA8E83DADA7,75,2018-06-20T15:16:05.052Z,60,71.0,0,20.0,3.0,10993,2,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
25634A4C-AE03-4B5C-AB9E-2F3D7247465F,1,2018-08-27T20:10:01.399Z,13,86.0,0,10.0,8.0,80202,0,1,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3124A30D-6DD6-477D-AC41-EE1D9EFCF511,1,2018-04-08T15:53:44.149Z,65,81.0,0,10.0,8.0,34105,6,0,1,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
B41056B7-5272-403B-A804-3CD7AA894B8B,1,2018-07-18T15:31:46.167Z,57,77.0,0,10.0,10.0,7430,2,1,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
F7888805-4CB8-41E6-A653-8A77A4EBB651,40,2018-08-23T01:09:59.433Z,78,84.0,0,0.0,3.0,33785,3,1,0,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
09967657-AB61-4833-9B26-306B85EDDC6F,1,2018-08-27T20:10:01.606Z,13,86.0,0,10.0,8.0,80202,0,1,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4BDF29B7-60AC-4FD7-9C68-06AE4C764E25,40,2018-06-26T12:51:18.207Z,56,63.0,0,10.0,6.0,10923,1,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
B5A516D3-04CD-4B69-8315-15C1C5FDEE93,1,2018-04-14T15:29:59.786Z,45,67.0,0,10.0,5.0,10923,5,1,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
F53FC095-EDBE-4E0E-AAC7-37BC042E9C8E,1,2018-08-27T20:10:01.623Z,13,86.0,0,10.0,8.0,80202,0,1,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7C4285DD-3D65-4030-B40F-F238C5D4657A,1,2017-10-18T11:07:11.808Z,65,44.0,1,10.0,5.0,10923,2,1,0,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
FE2AE1EE-F399-4740-A1D5-4E83174AF9F0,40,2017-07-08T19:15:57.889Z,51,82.0,1,10.0,14.0,10901,5,1,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
60982040-b73d-11e7-885e-55d0e7cc0ef0,1,2017-10-22T15:26:29.957Z,40,66.0,1,10.0,6.0,10927,6,0,1,10,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
87896F8D-C50B-4A6C-9ADA-20DB21DE9080,75,2017-10-16T11:20:50.138Z,67,58.0,1,10.0,14.0,10562,0,1,0,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4DAE3DF9-A8E7-4AF7-88CF-48BFE86D05E4,1,2018-01-03T12:53:17.458Z,56,7.0,1,10.0,2.0,10901,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
B1EC6E33-C1E5-40B5-B45E-381B83D040E5,90,2017-05-31T03:45:34.065Z,93,56.0,1,10.0,4.0,10901,2,1,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8194B26D-54C6-4CB8-A6FF-8B1B55AB8613,90,2017-08-07T13:32:53.862Z,77,67.0,1,7.0,7.0,10002,0,1,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
89c23a30-30ed-11e8-b523-65ce7db73f28,1,2018-03-26T12:02:21.140Z,63,27.0,1,10.0,3.0,10701,0,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
E8CFE1D7-2CC6-47A2-885E-B954C62038CF,92,2018-10-15T03:01:18.589Z,95,60.0,1,0.0,2.0,948-0082,0,1,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4CFD280E-B9C8-4C11-A5EC-C3EBFBBFB1C0,90,2019-01-01T16:00:19.026Z,57,56.0,1,10.0,17.0,10923,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4AB5A0AD-A3FD-4838-A8C3-67A09923F9F8,75,2018-02-22T16:17:18.604Z,75,41.0,1,10.0,5.0,10923,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
59A22453-FB78-44C8-BCF1-884D88C17FB1,90,2017-12-18T12:28:54.544Z,86,31.0,1,10.0,6.0,10591,0,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1060A01C-5921-47F7-B539-1265F1DEE19A,40,2018-06-29T10:56:40.662Z,100,67.0,1,10.0,3.0,10901,4,1,0,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1045D7E0-4630-4278-833D-E25AE9B83DC1,40,2018-08-23T01:10:09.067Z,78,84.0,1,0.0,3.0,33785,3,1,0,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1C68FA64-B69F-48C7-9809-62EC3845F1B8,90,2017-09-18T10:46:10.625Z,100,66.0,1,2.0,2.0,10970,0,1,0,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
F3AAF8D4-1F2F-4B8A-8CFB-23AE6ABE345D,90,2017-05-30T13:10:14.271Z,87,55.0,1,5.0,8.0,10007,1,1,0,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BC66A34D-ECE9-41F5-9521-FD443091A952,1,2017-06-26T14:26:36.843Z,40,72.0,1,10.0,8.0,7030,0,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6E0E7DE6-78E6-436C-86F6-187AE6EFB4C9,40,2018-09-04T22:50:59.690Z,23,97.0,1,10.0,8.0,85044,1,1,0,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2F0E7273-FFFF-4A74-AF1A-E5C5B72C4C27,75,2018-01-16T12:59:54.875Z,85,24.0,1,10.0,6.0,10591,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
67ED43A9-4905-4B47-B213-E7B71B746190,20,2017-06-22T21:07:28.430Z,54,83.0,1,20.0,8.0,10923,3,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
211C690B-0052-4E7F-B0E8-A778EF7C5D36,40,2018-10-22T11:08:01.935Z,80,33.0,1,10.0,6.0,7017,0,1,0,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ADC9074A-1564-4051-B11B-95B38D325591,90,2018-09-10T11:54:49.437Z,96,57.0,1,7.0,12.0,7747,0,1,0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25060CD3-8858-4820-8003-5612DD5DA186,90,2019-01-12T14:06:02.914Z,56,20.0,1,10.0,6.0,10927,5,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
A6321310-BE0B-40EB-9705-42302F41F2AC,90,2018-06-28T10:28:05.355Z,100,69.0,1,5.0,4.0,10901,3,1,0,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
82FDB0D3-7F8D-410A-B884-743E38F69E70,1,2018-01-01T16:57:49.949Z,46,11.0,1,10.0,12.0,10970,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
680c8f00-fd1a-11e7-94d0-2301fdccf346,20,2018-01-19T13:12:31.529Z,67,18.0,1,8.0,6.0,10927,4,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
88250c90-2b69-11e8-9415-01ceeae8e2e3,1,2018-03-19T11:34:49.050Z,58,29.0,1,10.0,5.0,10927,0,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
993ebd20-a06b-11e7-aabc-6d336aab7ccf,1,2017-09-23T14:29:25.107Z,56,74.0,1,10.0,15.0,10927,5,1,0,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1BA74319-C4BB-4BB8-870F-DB8088DEFC95,90,2018-05-13T18:17:59.087Z,81,53.0,1,8.0,8.0,10954,6,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
90C527BD-CA9B-4515-A741-43D3B67A6CFA,20,2018-09-22T12:39:43.874Z,67,68.0,1,10.0,16.0,10927,5,1,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
719c24a0-9dfb-11e7-a7d1-a7a1e4fdc318,40,2017-09-20T12:01:32.651Z,77,71.0,1,10.0,13.0,10927,2,1,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BA690580-9BDB-44E1-A368-745C605F431E,90,2018-04-30T17:20:32.075Z,76,49.0,1,10.0,10.0,98158,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FAC999A7-530D-4FE4-8AB3-44BD1B608E3D,1,2017-09-01T14:19:28.690Z,41,59.0,1,10.0,16.0,10923,4,1,0,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7FA58F78-1315-48EB-9222-9AC4085EAE33,90,2018-05-13T17:12:08.268Z,81,53.0,1,8.0,8.0,10954,6,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2C74454D-280F-41FD-B815-C452BEE9A330,75,2017-07-21T14:33:33.600Z,58,81.0,1,10.0,8.0,10901,4,1,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
14F12CB3-FCD3-4659-854C-1464B1C69027,1,2019-01-11T14:18:15.091Z,53,20.0,1,10.0,8.0,10923,4,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
7D1A7A98-0FB6-465E-9D00-7C0F387E8952,75,2017-12-25T17:03:13.892Z,50,33.0,1,9.0,12.0,12603,0,1,0,12,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
8e885260-2919-11e8-8935-dd3ce7aea6d7,75,2018-03-16T12:57:17.702Z,80,32.0,1,15.0,11.0,10927,4,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
E23615C1-DC3C-4669-9512-DE7A7D32C912,1,2017-09-28T18:06:47.855Z,36,75.0,1,10.0,17.0,10923,3,1,0,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
B88886AA-D120-4BD4-AF39-29B24B065144,90,2017-05-29T14:36:51.285Z,100,56.0,1,3.0,3.0,10923,0,1,0,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2cc65bc0-0c0f-11e8-9797-2dbf24b43108,90,2018-02-07T13:59:55.041Z,68,27.0,1,2.0,10.0,10927,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3AB3093B-1DCB-4747-90C2-E0FD074D3ED0,75,2018-02-14T15:05:07.239Z,74,37.0,1,9.0,5.0,10923,2,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CFEF1CC0-982E-483F-A4F1-810CFFC17787,75,2018-09-21T16:03:43.419Z,75,69.0,1,10.0,8.0,10923,4,1,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
b99b7d90-5e96-11e7-86d5-01fa933c164e,75,2017-07-01T19:51:51.018Z,78,81.0,1,10.0,7.0,10927,5,1,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
fdd90270-26af-11e8-879e-ff6f3218c642,90,2018-03-13T11:16:35.480Z,85,33.0,1,1.0,10.0,10927,1,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6C1A70C4-2C67-4A1F-8046-79121803B0BC,75,2017-12-05T12:32:18.859Z,81,50.0,1,10.0,9.0,10522,1,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
BE5A8C1C-6CA0-460D-B1C8-BB1E4F0579FA,90,2017-06-06T18:47:28.809Z,82,64.0,1,9.0,4.0,95113,1,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
E14F9EC6-B012-453F-BBFC-7199E9579395,5,2018-05-09T13:56:04.736Z,52,62.0,1,15.0,3.0,10901,2,1,0,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1C8A8A09-C300-4D9D-B8C3-6F27255074BF,75,2017-12-16T21:21:58.839Z,59,35.0,1,10.0,10.0,10954,5,1,0,12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
09B24C0D-F198-4C77-A2CF-E32B7F998A96,90,2018-06-13T13:26:06.861Z,88,66.0,1,10.0,4.0,10901,2,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
63473390-9955-11e7-aab1-9b08c52561c7,75,2017-09-14T14:02:47.498Z,88,71.0,1,2.0,3.0,10927,3,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5089682B-006B-4296-8498-3DBA3655870B,75,2017-06-19T12:04:04.784Z,78,76.0,1,10.0,12.0,10701,0,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4BA1090F-F860-4C09-A50C-D28CD01771AB,1,2018-02-19T13:18:18.631Z,86,30.0,1,10.0,4.0,10923,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
749FA28B-6DAB-4D12-A104-D08DC0B3034E,90,2017-12-22T21:45:20.991Z,79,41.0,1,10.0,5.0,10954,4,1,0,12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
663D25FA-67FC-4B0E-8A59-C92A903CF552,75,2018-11-28T14:54:25.800Z,69,36.0,1,10.0,16.0,10923,2,1,0,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DA3F6F90-2528-4097-87A3-81CD0F0AC912,90,2018-09-28T11:07:12.086Z,93,57.0,1,9.0,8.0,10923,4,1,0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9796FA8F-B60C-4BBD-8E94-5FEC058F8F7F,92,2018-10-15T03:01:18.062Z,95,60.0,1,0.0,2.0,948-0082,0,1,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
883794BE-E950-408E-84F2-A4978BDB07B6,75,2017-06-17T23:01:32.880Z,88,71.0,1,10.0,5.0,12603,5,1,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
39E0D631-7450-4BC1-B74A-C11459CC9262,90,2018-02-20T11:57:20.723Z,100,45.0,1,1.0,3.0,10956,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
06A0C4DB-A739-44A7-9D36-08317CE1ECD3,75,2018-07-27T14:16:20.111Z,87,55.0,1,10.0,10.0,94102,4,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
