,clouds,date,humidity,temp,type,visibility,windSpeed,zipcode,day_of_week,is_weekend_False,is_weekend_True,month,season_fall,season_spring,season_summer,season_winter,part_of_day_afternoon,part_of_day_evening,part_of_day_morning,part_of_day_night,weatherCond_Clear,weatherCond_Clouds,weatherCond_Fog,weatherCond_Haze,weatherCond_Rain,weatherCond_Smoke,weatherCond_Snow,weatherCond_Thunderstorm
F0210976-4F03-40FE-A142-D5ACAADCD418,90,2018-11-06T11:57:20.126Z,100,48.0,1,1.0,2.0,10923,1,1,0,11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
113784CB-2A42-4557-B3C7-0544EF3819C7,75,2018-10-04T13:43:57.384Z,87,61.0,1,10.0,5.0,10923,3,1,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FA578D86-0AE3-4679-B098-AF5B52872054,1,2017-06-24T21:32:14.371Z,33,83.0,1,10.0,10.0,10977,5,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
AF8AC4E3-48A7-4A3C-8408-C409643894C0,90,2017-09-30T22:03:37.204Z,76,53.0,1,10.0,8.0,12603,5,1,0,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
f9999e20-ebe2-11e7-ba0c-a37cf8f6d6f8,20,2017-12-28T15:22:54.120Z,43,13.0,1,10.0,22.0,10927,3,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
41F3F63D-D7EE-4C7B-958E-414C89B37170,1,2018-02-02T13:16:33.578Z,73,26.0,1,10.0,8.0,10923,4,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2B67FBC6-CEC8-4F82-8F0B-C6635ED777E4,75,2019-01-10T15:03:30.667Z,53,31.0,1,10.0,12.0,10923,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
eb921900-585e-11e7-abd0-57f7b9979055,75,2017-06-23T21:57:16.049Z,78,82.0,1,20.0,8.0,10923,4,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
59A36F62-B9DC-465E-8207-CEEB022B42B8,90,2018-11-27T11:42:27.960Z,80,39.0,1,10.0,9.0,10923,1,1,0,11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45FD33B6-80FC-4126-A249-3970DE758431,1,2018-10-05T11:10:53.145Z,86,56.0,1,10.0,13.0,10923,4,1,0,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
817361B5-6D0B-4B4E-AD4A-C586490064D0,1,2017-06-12T02:25:02.454Z,39,80.0,1,10.0,4.0,10901,0,1,0,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2D44F7DD-ADC7-4969-B8AF-AB0F01696F63,75,2017-11-13T12:19:26.277Z,55,39.0,1,10.0,13.0,10562,0,1,0,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
800445CF-46DE-44ED-86E3-1A041F6CF9C3,90,2018-09-09T13:25:52.519Z,74,54.0,1,10.0,5.0,10993,6,0,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
B0E4BE1D-A924-4E77-B695-F2EA9B7CEBC9,90,2018-10-02T14:24:42.512Z,90,66.0,1,6.0,8.0,10923,1,1,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
E5098EDC-4565-4454-9063-35AAC5E8A478,90,2018-10-13T15:20:37.786Z,92,47.0,1,10.0,5.0,10923,5,1,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4125B8B9-0328-431C-A7AA-0FC5198D85C1,1,2017-11-28T14:09:44.704Z,55,37.0,1,10.0,6.0,10007,1,1,0,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CF9B16B9-1C21-451C-A6A4-7A49A0A6E403,90,2018-11-16T12:31:41.598Z,92,33.0,1,2.0,17.0,10923,4,1,0,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
E5C77B6D-63CB-41C9-82DD-202007CC62FD,1,2017-07-18T20:51:36.940Z,55,86.0,1,10.0,10.0,10901,1,1,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FFE56B44-812E-4D74-87F2-F9BC026FAC9A,40,2018-12-23T00:18:22.208Z,59,41.0,1,10.0,25.0,10989,6,0,1,12,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
19ABE3BD-BA48-4000-985D-BD670F93EFAF,1,2017-06-11T19:31:36.480Z,31,90.0,1,10.0,9.0,7002,6,0,1,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
8713E80D-9184-49E7-A023-4B36AAA9F351,1,2017-11-27T12:14:47.254Z,64,36.0,1,10.0,5.0,10562,0,1,0,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
87CD621C-0123-4424-ADC6-C1D40DAE5AFD,90,2019-01-09T13:42:07.983Z,59,40.0,1,10.0,19.0,10923,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
90A2BD16-322B-4D6D-966D-D499A2FC3FFB,90,2019-01-05T13:59:59.297Z,92,41.0,1,2.0,12.0,10927,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
375E09F5-A658-4090-ABA4-BB33F65A50D4,75,2017-11-02T12:23:34.453Z,93,54.0,1,0.0,5.0,10923,3,1,0,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
b0fe6350-8e57-11e7-ab57-434a57339273,1,2017-08-31T14:21:34.086Z,60,73.0,1,10.0,13.0,10927,3,1,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
C73D0E2D-FBF4-4E15-A2CC-7464AA8A6C06,90,2018-04-30T09:22:58.586Z,56,45.0,1,10.0,9.0,7114,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1FAFE53A-5C7F-4C25-A8D6-166A433E8948,5,2018-01-31T18:11:32.288Z,45,26.0,1,20.0,8.0,10923,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
99ba1080-f221-11e7-99cb-c3cfe3431597,20,2018-01-05T14:06:18.562Z,50,8.0,1,10.0,25.0,10927,4,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
24768A62-1467-4DC7-AE2B-2DCEF731C509,40,2018-08-13T01:29:51.577Z,94,74.0,1,10.0,13.0,10901,0,1,0,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7808096F-FB49-4170-962F-18C2ACF5FED8,90,2019-01-08T13:34:53.709Z,100,39.0,1,1.0,3.0,07733,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
A96D97BC-DF17-44D2-8A1E-07D59E9283E8,1,2017-10-21T15:59:32.919Z,28,69.0,1,10.0,3.0,10956,5,1,0,10,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
C5976E55-5275-4E9C-928F-E0CB9690A1F8,1,2017-06-27T16:28:50.538Z,56,71.0,1,10.0,3.0,7030,1,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
E2C6F5AB-B02B-4D63-98CB-A32742FAA53C,1,2018-09-29T19:44:24.996Z,60,68.0,1,10.0,2.0,12590,5,1,0,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0C8363C6-56A4-4C07-B24F-5FC0D1F28113,1,2018-10-17T10:38:44.557Z,100,40.0,1,7.0,4.0,10923,2,1,0,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
F0B10419-941A-4EF7-B2DB-4CC668EEA341,90,2017-09-16T20:06:55.415Z,100,68.0,1,0.0,2.0,10923,5,1,0,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
B601D729-5362-43F6-9802-2C5C889B98CD,40,2018-09-06T20:40:54.809Z,59,90.0,1,10.0,9.0,10923,3,1,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
A9AA72BE-2BB9-4925-9C73-9AD872729FAA,75,2018-10-26T11:12:59.918Z,86,33.0,1,10.0,2.0,10923,4,1,0,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0b597090-2202-11e8-a5e5-95dc49283092,90,2018-03-07T12:21:21.049Z,92,33.0,1,2.0,9.0,10927,2,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
d28b77e0-1ef0-11e8-aec1-55b4d838c95b,1,2018-03-03T14:40:30.814Z,60,38.0,1,10.0,11.0,10927,5,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
C9E72B86-03B2-4D0F-89BF-5B1B752B8A11,1,2017-09-28T18:06:49.931Z,36,75.0,1,10.0,17.0,10923,3,1,0,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
fb2e5b80-0a79-11e8-976c-d18004c7293c,90,2018-02-05T13:39:25.625Z,58,35.0,1,8.0,10.0,10927,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CBEB158A-43B7-4ADF-AA12-1C53612F81ED,90,2017-12-23T15:35:32.465Z,93,37.0,1,2.0,8.0,10591,5,1,0,12,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
F8B53501-E8A8-4578-A147-4329F421229F,90,2017-07-23T13:02:09.790Z,88,73.0,1,4.0,5.0,10960,6,0,1,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0cdd8d50-fc57-11e7-bc96-4112a1e00448,20,2018-01-18T13:54:06.630Z,67,13.0,1,10.0,8.0,10927,3,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
14A58ED8-0836-4623-B4BF-5AA819E7F9F7,75,2018-10-21T16:49:11.141Z,48,44.0,1,10.0,21.0,10993,6,0,1,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
77D103B0-9A93-496A-B418-C8E3B9FF844E,1,2017-12-31T22:27:59.966Z,43,11.0,1,10.0,5.0,10901,6,0,1,12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
448DC0B8-04D5-4D45-8FCF-DED8EEBC8B7E,90,2018-09-10T17:19:16.564Z,96,63.0,1,2.0,20.0,7733,0,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
82E49C4C-E773-41E8-B24E-A1C3679C75AD,1,2017-11-25T18:55:41.406Z,35,55.0,1,10.0,11.0,10956,5,1,0,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
D0CE3082-16B9-470E-9C29-D86054D49373,1,2018-10-19T14:29:18.549Z,65,45.0,1,10.0,9.0,10567,4,1,0,10,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
307E13F1-0A98-4266-AD3B-645D27646174,90,2017-06-01T11:04:35.201Z,93,62.0,1,10.0,4.0,10901,3,1,0,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
63c47430-0fd5-11e8-a3de-a95bf78953b0,20,2018-02-12T09:16:21.107Z,51,36.0,1,10.0,9.0,98109,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
A06AA9D4-2901-4FDA-9785-1DD70CC92AC7,90,2017-06-08T02:15:22.642Z,87,64.0,1,7.0,4.0,95113,3,1,0,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
c93a45c0-1d62-11e8-a82b-612b1252bc3b,1,2018-03-01T15:11:15.520Z,62,54.0,1,10.0,5.0,10927,3,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
C87E7AE9-15E3-4E17-89A7-E81EFBE053DB,75,2018-02-15T13:19:31.778Z,93,43.0,1,1.0,3.0,10923,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7eca55a0-5555-11e7-aaa5-79bc731415ba,75,2017-06-20T01:12:14.587Z,94,71.0,1,10.0,7.0,10923,1,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
C8C8E7A9-1AC8-49FF-A2E1-44ED331A222D,75,2018-12-22T15:01:15.500Z,59,42.0,1,10.0,24.0,10603,5,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3B317F4C-239A-4773-A428-0404846FEC60,90,2018-09-20T14:20:29.720Z,70,65.0,1,10.0,3.0,10036,3,1,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
B5FE9CA4-7080-41CA-9871-7FD90A1D9E75,90,2018-05-13T17:12:07.810Z,81,53.0,1,8.0,8.0,10954,6,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
803D1478-D0E0-4102-B8A6-DB95A67AC86C,90,2018-05-14T13:04:36.514Z,100,53.0,1,7.0,6.0,10923,0,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62D2C15B-DE83-4298-98F1-B70846526226,75,2018-12-08T15:01:46.946Z,68,25.0,1,10.0,3.0,10993,5,1,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
730CF293-963F-4F60-A6AA-8A12911F46ED,90,2018-01-24T13:53:46.908Z,56,41.0,1,10.0,18.0,7733,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
F23C419A-80CB-4BCE-A5B1-93C2DBB9708D,90,2018-05-13T17:12:03.665Z,81,53.0,1,8.0,8.0,10954,6,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
86A47D39-2E1A-464F-88B5-10983A589679,1,2018-03-20T10:58:39.961Z,91,27.0,1,10.0,8.0,7645,1,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7A3B8DA4-FE4C-47CE-9DCA-E6C5482A98F2,1,2018-11-07T12:52:35.945Z,85,46.0,1,10.0,3.0,10993,2,1,0,11,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
35154DCC-9C17-433F-B48A-1F4ED0F9A617,90,2018-01-11T16:47:26.395Z,75,42.0,1,7.0,5.0,10923,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
C14E4488-578E-4B97-9FDB-90B8E2467586,75,2017-06-26T19:24:20.432Z,29,77.0,1,10.0,9.0,10901,0,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
CB858456-1539-4738-A0DE-F8E381B22464,40,2017-10-19T11:51:04.060Z,100,44.0,1,7.0,2.0,10923,3,1,0,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
FA7F49CB-F268-433B-A98F-B4592E93FAAA,75,2017-07-24T04:01:02.327Z,83,72.0,1,9.0,6.0,10901,0,1,0,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
73087C44-9F2E-42F2-8B64-672B82A33AC8,40,2017-06-20T04:07:48.184Z,100,70.0,1,10.0,5.0,10923,1,1,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
85C14D58-DDBF-4B0A-909A-E271DA45ED8F,1,2018-03-12T11:27:01.794Z,100,26.0,1,10.0,7.0,10977,0,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
D10D7129-46AB-4310-A884-80093D1D68E0,90,2017-10-09T12:24:12.997Z,88,73.0,1,9.0,6.0,10923,0,1,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
BC31342A-AD28-4C0B-83B1-429353F315E6,90,2018-09-25T15:06:23.771Z,96,59.0,1,1.0,8.0,10923,1,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
bab12ca0-2d05-11e8-a91e-7b521ba3b56d,90,2018-03-21T12:45:26.506Z,55,33.0,1,2.0,14.0,10927,2,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A35641B6-C2C0-4E05-AFE1-79ADAD27BF51,90,2018-02-10T16:39:12.163Z,93,42.0,1,1.0,5.0,10956,5,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CDD09461-6C89-413F-8AA2-7C5FE623D7E5,90,2017-06-07T13:48:59.141Z,67,56.0,1,10.0,9.0,7002,2,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
F07AC5CD-8F11-4A88-9448-91C28B2748E9,20,2018-02-27T23:52:24.863Z,42,50.0,1,10.0,6.0,10901,1,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C0CC7BB8-A9DE-409E-B552-CA900DD7DFA1,90,2018-10-01T11:22:07.289Z,93,59.0,1,8.0,3.0,7652,0,1,0,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
54CE0E90-3316-4B56-8907-04E170964F81,75,2017-05-29T04:07:33.984Z,77,60.0,1,10.0,6.0,10901,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
84371A6B-C503-4B77-980E-69E559B94209,90,2017-12-09T21:23:43.842Z,92,29.0,1,1.0,6.0,10923,5,1,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
593E7382-9176-4E58-84DE-80E311817782,75,2018-02-21T12:21:30.320Z,100,57.0,1,1.0,6.0,10923,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
C5BBEC9A-805F-4691-850C-F078E79E384F,40,2018-10-10T14:13:31.175Z,84,72.0,1,10.0,5.0,10923,2,1,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
D38D0C9F-3863-445D-A7D2-5807208D4531,90,2018-05-17T11:51:21.921Z,93,57.0,1,4.0,3.0,10901,3,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4B0B1191-0612-40DD-8D18-97127E60D74B,75,2018-11-16T17:52:06.802Z,67,41.0,1,10.0,10.0,07677,4,1,0,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
b4cecda0-1c30-11e8-85f7-5344188dbeaf,90,2018-02-28T02:40:15.231Z,100,57.0,1,3.0,9.0,72201,2,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
87e43cf0-f609-11e7-b16f-115381e4fd76,1,2018-01-10T13:24:05.313Z,85,19.0,1,10.0,3.0,10927,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
7770125B-DEFE-4594-9E45-3522D8AE852A,90,2018-09-25T11:47:41.623Z,96,55.0,1,4.0,9.0,10923,1,1,0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
B551EBD0-D3B3-44B1-8142-C6EA41CC281A,1,2017-09-21T11:27:37.064Z,77,70.0,1,10.0,12.0,10522,3,1,0,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
d5030160-56db-11e7-8cfd-b73548e46803,20,2017-06-21T23:46:22.967Z,44,80.0,1,10.0,6.0,10923,2,1,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
6DC2B870-E479-4751-8F9D-7AB34B84909F,90,2018-09-26T11:09:32.143Z,96,68.0,1,0.0,3.0,10923,2,1,0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FC3A9503-3577-4305-8485-E0D95CD436A4,1,2017-09-02T14:00:29.216Z,76,57.0,1,10.0,3.0,10923,5,1,0,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
92D72557-3B05-4D34-A36E-7E637BD5260A,40,2017-09-29T16:21:21.197Z,48,63.0,1,10.0,4.0,10002,4,1,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1DFAAB89-072A-4CCF-BA26-72A9F55CCC23,40,2018-10-20T18:30:25.537Z,59,61.0,1,10.0,5.0,10956,5,1,0,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
80E851BE-2568-4B8A-8330-02A59472B775,75,2018-12-22T13:29:27.403Z,79,41.0,1,5.0,20.0,10993,5,1,0,12,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
A443E37C-95E4-4688-A01D-A73508B09C53,1,2018-10-16T11:02:32.189Z,52,45.0,1,10.0,16.0,10927,1,1,0,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0993D858-7457-4732-B5AE-EE27CB5E7DA9,75,2017-10-24T11:22:25.289Z,78,70.0,1,10.0,21.0,10591,1,1,0,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4C1D045B-E3A1-41E9-A534-63056D39D4C3,20,2018-07-27T22:36:06.199Z,68,71.0,1,10.0,21.0,94107,4,1,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
F3AFCADE-B67A-42D3-93C6-254260E1373D,20,2018-12-26T22:36:16.688Z,56,37.0,1,10.0,8.0,10970,2,1,0,12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
90608950-BDF1-4956-AA0B-B803EA32407F,1,2017-07-31T01:39:44.164Z,68,70.0,1,10.0,2.0,10989,0,1,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
BC6518CC-A12E-4C39-A152-55F06C09764C,1,2017-10-10T11:02:03.927Z,88,63.0,1,10.0,3.0,10923,1,1,0,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
04b593d0-5dd7-11e7-8932-b96748e46eb9,75,2017-06-30T20:59:33.646Z,66,87.0,1,15.0,6.0,10927,4,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
24C7215E-5273-4D54-944D-2C5DD34BF063,90,2018-12-30T22:34:12.406Z,75,32.0,1,10.0,4.0,12603,6,0,1,12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2dffc920-489e-11e7-accd-d1188fe465f0,40,2017-06-03T20:49:47.187Z,30,72.0,1,10.0,13.0,10923,5,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
C5C1F774-946F-4EA8-AE62-BA1CD724BCBA,1,2018-12-12T13:35:28.760Z,68,32.0,1,9.0,6.0,10993,2,1,0,12,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
7662929D-EA88-4876-937B-DC037ABAD567,90,2018-11-27T18:34:45.497Z,55,42.0,1,10.0,16.0,07677,1,1,0,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
E72EAA44-43D9-4CBE-AC95-9BEB1A314816,1,2017-11-23T23:51:49.195Z,61,35.0,1,10.0,3.0,10989,3,1,0,11,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5f159ad0-6ad1-11e7-908f-4b064f587a76,1,2017-07-17T09:21:53.405Z,87,56.0,1,10.0,6.0,98109,0,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
f81ef890-2136-11e8-943e-89e4a17273e5,1,2018-03-06T12:07:40.954Z,80,27.0,1,10.0,8.0,10927,1,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0A70BD70-1425-4A54-A085-59EBADD00A98,90,2017-06-14T14:16:28.604Z,64,72.0,1,10.0,4.0,10018,2,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
7278e460-4591-11e8-8d30-9d937caa58e6,1,2018-04-21T18:26:02.791Z,26,57.0,1,10.0,13.0,10701,5,1,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1FDB3183-7D35-4C78-BD1D-790B12A727E0,20,2017-10-06T15:15:07.932Z,68,72.0,1,10.0,5.0,10923,4,1,0,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
A130B6AA-B250-4F3F-B701-93136C243F9F,90,2019-01-10T16:16:20.715Z,48,31.0,1,10.0,21.0,10923,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
03567C18-EC38-4A51-AD35-65D8ADACF0EF,90,2017-12-05T16:23:52.157Z,87,55.0,1,10.0,4.0,10002,1,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
D260C20D-9972-4255-9F0E-DAEF4DD1CF71,90,2018-12-06T19:59:49.145Z,49,38.0,1,10.0,12.0,10001,3,1,0,12,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4B1DF3B2-C86B-466C-81CB-44D07A58C35A,1,2018-12-01T17:18:37.584Z,85,41.0,1,10.0,3.0,10923,5,1,0,12,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
E8DC9365-C02F-4744-ADAA-A276B67CC046,1,2017-07-11T14:36:15.840Z,61,77.0,1,10.0,6.0,7030,1,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
7F6F2F7D-E615-47D9-968D-469CDDC46211,90,2017-05-30T00:41:56.757Z,87,57.0,1,10.0,5.0,10901,1,1,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
D6A02002-326C-4573-B6BF-23C085561376,1,2018-01-01T17:44:58.145Z,40,14.0,1,10.0,16.0,10901,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
25F39CE8-797C-47AF-B8B3-0129E3083502,90,2017-06-06T20:20:22.131Z,82,57.0,1,10.0,8.0,10954,1,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
af693e60-c931-11e7-8638-59b0870a8bdf,1,2017-11-14T11:48:09.158Z,80,32.0,1,10.0,8.0,10927,1,1,0,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3A32BD6E-265A-475C-9F72-528AE17CEA71,90,2018-12-29T15:15:33.978Z,62,47.0,1,10.0,6.0,10923,5,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
5A8C2E63-0050-463F-AFBE-B3F04E5CBB8D,1,2018-07-01T11:04:17.075Z,83,74.0,1,10.0,2.0,7430,6,0,1,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5B656913-1C14-4213-95E6-ADF9D2662EB3,20,2018-09-22T14:04:41.664Z,58,67.0,1,10.0,17.0,10923,5,1,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
E8469CC6-E2A3-479E-B81B-83471EA2682E,1,2017-11-23T17:34:42.709Z,44,38.0,1,10.0,5.0,10524,3,1,0,11,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CC7D2CFD-9860-473D-94D4-7B08F3B55855,90,2018-10-02T11:35:40.182Z,96,61.0,1,1.0,2.0,10923,1,1,0,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
A69B2581-BC6C-4C01-9A6D-91CA42A37CD2,75,2018-12-22T17:34:10.876Z,59,43.0,1,10.0,27.0,10710,5,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0D4329DC-A4BE-4EED-BD85-E7C0F22FD003,20,2018-12-27T15:33:36.078Z,56,37.0,1,10.0,6.0,10970,3,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
